0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
-0.3942327779889059,0.43189818220538095,0.6623117029048262,0.7717179146304735,-0.17205616551916883,0.8478188607143721,0.40490155062852334,0.007450796870611232,0.5434745161157282,1.1032564343068583,1.107581230677045,0.5738393357944542,1.6975689191784238,-0.7995203979414022,0.5842483520743964,0.4437927175621567,0.16853383531010166,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.36046580696506836,-0.2103862258032628,-0.4443050920752059,0.17364566095983164,0.4245776382772564,0.0,0.0,1.0
-0.30076862791944337,0.41756738090364504,0.65321241599929,-0.0035716092027751043,0.20262197334547724,-0.8665013502594657,1.0122896262718357,0.1435790498334947,0.0949223340497128,0.7443860337846924,0.5141490553577746,0.08688964173175777,-1.3740125830126007,-0.2885386719993888,0.6605868659142327,-0.17313702399577388,0.4581022904203863,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.512490882683584,-0.19423635233970568,-0.9059736837129562,-0.01294892107465051,0.026307771779941837,0.0,0.0,1.0
0.423014264242433,-0.07940757504563008,-0.039846314900975406,-1.4087725446067607,0.028710219852578194,-0.7114851181449404,0.40490155062852334,-0.1457354714639114,-0.9706341638068627,0.14226408335355528,-0.4109423676188175,-0.07598001347339908,-0.23770136939879652,0.24368508545365797,0.1142773900759847,-0.9387784208654967,0.26840475684085313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.4302565140130983,-0.19692391015014163,-0.9886396204908213,0.022229292844404686,-0.23494428878278545,0.0,1.0,0.0
0.14580906290338155,0.008637837803358653,0.10020293811233004,0.7717179146304735,0.20262197334547724,0.2926504268621136,0.11653200666891715,0.8557886341170917,0.77276096734357,-0.9978212381325038,0.7790332480178966,0.6712348713139321,1.2237563957664932,-1.0764671227081877,0.007450841098374001,1.03494076738978,-0.7833187456966011,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.10715553597834265,-0.2076172305041854,1.2945206992690488,0.48000437471753243,0.4549400905252351,0.0,0.0,1.0
0.014390743126763559,1.129367373472905,1.467533949358494,-0.23677346284467757,0.20262197334547724,-1.563540535241439,0.40490155062852334,-0.6419812941959895,-0.4607237759754399,-2.2748634604543483,0.15404835811128628,0.3620121253935046,0.878723085425168,0.4743839452107933,0.6901725018179086,-0.36821642595538373,1.7562124131247383,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5874605144481106,-0.22066838187677867,-1.2704801337558989,0.4148286589672164,0.26315435705406326,0.0,0.0,1.0
-0.2393761917429245,0.9179688690569542,1.231315467629458,-0.23677346284467757,0.028710219852578194,-0.7114851181449404,-1.6749832325369203,-0.9150850779616148,-0.4330832401439535,-0.29812095640965364,-0.4109423676188175,-0.21208969855628365,-1.9826873229004327,0.9895458266591344,-2.089670829038435,2.391771382249907,-6.456605943205123,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.640038165115931,-0.23123659510462768,2.2508223504998575,-0.3101567356387954,-0.44441526002297954,0.0,0.0,1.0
-0.057067195112119926,-0.7233316867823357,-0.7894947570351694,0.19359774865051416,0.4932449162126228,0.9069897487020933,1.1354594553930912,-0.06674724071513417,0.6633360030265608,1.3142705613823638,0.6103746601709935,1.1105095621179109,1.0607038074708368,-3.0225624056701648,0.39554711409522353,-0.6099960013352173,-0.6651203900196596,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2390112513966802,-0.10595221597677924,-0.18875572062386817,0.7450031610157405,0.8977533526025357,1.0,0.0,0.0
0.2756294422057596,-0.8331185861915462,-1.1582821464934452,0.5150462463083927,-0.40951239973033526,0.18080026253813408,-0.2552409957310479,-1.2671770924760166,0.26285057951214724,-0.4579246770370176,-1.810551660369973,-0.23712015274248385,0.8107461510275065,0.9503939575652851,-0.5372830367923122,-0.9889674316973073,-0.13748374275369454,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20009265857289052,-0.19548055963530747,-0.25150758460190764,-0.25540737537336966,-0.44439869201890936,1.0,0.0,0.0
-0.02081272419215563,-0.2700056982640811,-0.21213431916660966,0.36439361517887536,0.4932449162126228,0.8168744199387633,0.8397263298259366,1.2257480139972896,0.6633360030265608,1.2508992827753012,0.5141490553577746,1.2045256845343986,0.6591039484932348,-3.43908152661552,0.32970148292541634,-0.6709185412718304,-0.10584594209505549,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6968031603099027,-0.16926737404940775,-0.7304961056320589,0.669024339968971,0.9829287615476503,0.0,0.0,1.0
-0.13299407890990983,4.713004149434441,-1.3158627689320255,0.5150462463083927,0.028710219852578194,0.7519735165875682,1.1645012410748246,1.2257480139972896,0.5308352765106086,-0.07636404853357971,0.2888622787567601,0.5352196900884107,-1.6349192129643018,0.274178402116512,-0.059245523351931756,-0.7405203997136534,-0.5860363379825856,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.7372478105304855,-0.23059285073060568,0.2762580641724838,-0.2436815428123673,0.3211185404344158,0.0,0.0,1.0
